sample_idx,latency_ms
0,58.85599999965052
1,60.90830000175629
2,66.00890000117943
3,58.15879999863682
4,66.09250000110478
5,61.91659999967669
6,68.89550000050804
7,59.26980000003823
8,60.06350000097882
9,68.12429999990854
10,61.39670000266051
11,64.05420000010054
12,75.4754999979923
13,69.7039999977278
14,81.09680000052322
15,80.69549999709125
16,64.17419999706908
17,59.15330000061658
18,61.80089999907068
19,70.22240000151214
20,57.703700000274694
21,37.740200001280755
22,55.87710000327206
23,62.88250000216067
24,50.47009999907459
25,62.31689999913215
26,62.01569999757339
27,62.702200000785524
28,67.75969999944209
29,61.64419999913662
30,58.11769999854732
31,67.71870000011404
32,65.28669999897829
33,63.689300000987714
34,54.908699999941746
35,54.39189999742666
36,63.48309999884805
37,66.21289999748114
38,60.90480000057141
39,79.1815000011411
40,95.64049999971758
41,85.95379999678698
42,54.284200003166916
43,68.95320000330685
44,66.74279999788268
45,54.61280000236002
46,67.05349999901955
47,60.75810000038473
48,69.39109999802895
49,53.34739999671001
50,74.00289999714005
51,62.735799998336006
52,62.7706000013859
53,123.9464999998745
54,63.43310000011115
55,65.87959999887971
56,68.06489999871701
57,63.882799997372786
58,58.951900002284674
59,68.1274000016856
60,61.233599997649435
61,63.292300001194235
62,72.0194999994419
63,95.93409999797586
64,96.3525999977719
65,71.62070000049425
66,47.15580000265618
67,62.05549999867799
68,58.322600001702085
69,64.51139999990119
70,62.21000000005006
71,66.00500000058673
72,67.77890000012121
73,83.53319999878295
74,72.50860000203829
75,66.52649999887217
76,60.04479999683099
77,63.21359999856213
78,64.44879999980913
79,63.514999998005806
80,58.78680000023451
81,67.9904999997234
82,62.24510000174632
83,67.98039999921457
84,64.2401000004611
85,72.76490000003832
86,101.90309999961755
87,89.95240000149352
88,87.05700000064098
89,75.99079999999958
90,72.12520000030054
91,55.49320000136504
92,66.49319999996806
93,61.01680000210763
94,68.63940000039292
95,59.55730000277981
96,48.45790000035777
97,62.8694999977597
98,50.87609999827691
99,56.031299998721806
